Part #,SKU,Name,Category,Katana Type,Katana Subtype,Has BOM,Sellable,Notes,Is Subassembly
80007,ACC-CARE-TEAK,Teak Care Kit,Accessory,Product,Product for resale,No,Yes,,No
80008,ACC-CARE-SUN,Sunbrella Care Kit,Accessory,Product,Product for resale,No,Yes,,No
80009,SW-KIT-SM,"Swatch Kit, Small",Accessory,Product,Product for resale,No,Yes,Not a Katana kit - customer selects individual swatches,No
80010,SW-KIT-LG,"Swatch Kit, Large",Accessory,Product,Product for resale,No,Yes,Not a Katana kit - customer selects individual swatches,No
90001,MKT-CAT-RES,"Product Catalog, Residential",Marketing,Product,Product for resale,No,Yes,Version-based updates,No
90002,MKT-CAT-HOS,"Product Catalog, Hospitality",Marketing,Product,Product for resale,No,Yes,Version-based updates,No
40501,COR-LS-SEAT,"Core Insert, Lounge Seating, Seat",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
40502,COR-LS-BACK,"Core Insert, Lounge Seating, Back",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
40503,COR-LS-PILB,"Core Insert, Lounge Seating, Pillow Back",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
50001,SHL-LS-SEAT-ALO,"Shell, Seat, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50002,SHL-LS-BACK-ALO,"Shell, Back, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50003,SHL-LS-PILB-ALO,"Shell, Pillow Back, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50004,SHL-LS-SEAT-IND,"Shell, Seat, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50005,SHL-LS-BACK-IND,"Shell, Back, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50006,SHL-LS-PILB-IND,"Shell, Pillow Back, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50007,SHL-LS-SEAT-BSQ,"Shell, Seat, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50008,SHL-LS-BACK-BSQ,"Shell, Back, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50009,SHL-LS-PILB-BSQ,"Shell, Pillow Back, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50010,SHL-LS-SEAT-SEA,"Shell, Seat, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50011,SHL-LS-BACK-SEA,"Shell, Back, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50012,SHL-LS-PILB-SEA,"Shell, Pillow Back, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50013,SHL-LS-SEAT-SND,"Shell, Seat, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50014,SHL-LS-BACK-SND,"Shell, Back, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50015,SHL-LS-PILB-SND,"Shell, Pillow Back, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50016,SHL-LS-SEAT-JAV,"Shell, Seat, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50017,SHL-LS-BACK-JAV,"Shell, Back, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50018,SHL-LS-PILB-JAV,"Shell, Pillow Back, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50019,SHL-LS-SEAT-DEW,"Shell, Seat, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50020,SHL-LS-BACK-DEW,"Shell, Back, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50021,SHL-LS-PILB-DEW,"Shell, Pillow Back, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50022,SHL-LS-SEAT-CHR,"Shell, Seat, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50023,SHL-LS-BACK-CHR,"Shell, Back, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50024,SHL-LS-PILB-CHR,"Shell, Pillow Back, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50025,SHL-LS-SEAT-LEF,"Shell, Seat, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50026,SHL-LS-BACK-LEF,"Shell, Back, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50027,SHL-LS-PILB-LEF,"Shell, Pillow Back, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50028,SHL-LS-SEAT-SBL,"Shell, Seat, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50029,SHL-LS-BACK-SBL,"Shell, Back, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50030,SHL-LS-PILB-SBL,"Shell, Pillow Back, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50031,SHL-LS-SEAT-GUL,"Shell, Seat, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50032,SHL-LS-BACK-GUL,"Shell, Back, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50033,SHL-LS-PILB-GUL,"Shell, Pillow Back, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50034,SHL-LS-SEAT-SAH,"Shell, Seat, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50035,SHL-LS-BACK-SAH,"Shell, Back, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50036,SHL-LS-PILB-SAH,"Shell, Pillow Back, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50037,SHL-LS-SEAT-SLT,"Shell, Seat, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50038,SHL-LS-BACK-SLT,"Shell, Back, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50039,SHL-LS-PILB-SLT,"Shell, Pillow Back, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50040,SHL-LS-SEAT-CBN,"Shell, Seat, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50041,SHL-LS-BACK-CBN,"Shell, Back, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50042,SHL-LS-PILB-CBN,"Shell, Pillow Back, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50043,SHL-LS-SEAT-IND,"Shell, Seat, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50044,SHL-LS-BACK-IND,"Shell, Back, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50045,SHL-LS-PILB-IND,"Shell, Pillow Back, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50046,SHL-LS-SEAT-DOV,"Shell, Seat, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
50047,SHL-LS-BACK-DOV,"Shell, Back, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
50048,SHL-LS-PILB-DOV,"Shell, Pillow Back, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
40001,CSH-LS-SEAT-ALO,"Seat Cushion, Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40002,CSH-LS-BACK-ALO,"Back Cushion (foam), Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40003,CSH-LS-PILB-ALO,"Pillow Back Cushion, Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40004,CSH-LS-SEAT-IND,"Seat Cushion, Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40005,CSH-LS-BACK-IND,"Back Cushion (foam), Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40006,CSH-LS-PILB-IND,"Pillow Back Cushion, Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40007,CSH-LS-SEAT-BSQ,"Seat Cushion, Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40008,CSH-LS-BACK-BSQ,"Back Cushion (foam), Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40009,CSH-LS-PILB-BSQ,"Pillow Back Cushion, Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40010,CSH-LS-SEAT-SEA,"Seat Cushion, Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40011,CSH-LS-BACK-SEA,"Back Cushion (foam), Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40012,CSH-LS-PILB-SEA,"Pillow Back Cushion, Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40013,CSH-LS-SEAT-SND,"Seat Cushion, Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40014,CSH-LS-BACK-SND,"Back Cushion (foam), Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40015,CSH-LS-PILB-SND,"Pillow Back Cushion, Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40016,CSH-LS-SEAT-JAV,"Seat Cushion, Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40017,CSH-LS-BACK-JAV,"Back Cushion (foam), Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40018,CSH-LS-PILB-JAV,"Pillow Back Cushion, Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40019,CSH-LS-SEAT-DEW,"Seat Cushion, Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40020,CSH-LS-BACK-DEW,"Back Cushion (foam), Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40021,CSH-LS-PILB-DEW,"Pillow Back Cushion, Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40022,CSH-LS-SEAT-CHR,"Seat Cushion, Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40023,CSH-LS-BACK-CHR,"Back Cushion (foam), Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40024,CSH-LS-PILB-CHR,"Pillow Back Cushion, Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40025,CSH-LS-SEAT-LEF,"Seat Cushion, Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40026,CSH-LS-BACK-LEF,"Back Cushion (foam), Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40027,CSH-LS-PILB-LEF,"Pillow Back Cushion, Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40028,CSH-LS-SEAT-SBL,"Seat Cushion, Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40029,CSH-LS-BACK-SBL,"Back Cushion (foam), Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40030,CSH-LS-PILB-SBL,"Pillow Back Cushion, Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40031,CSH-LS-SEAT-GUL,"Seat Cushion, Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40032,CSH-LS-BACK-GUL,"Back Cushion (foam), Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40033,CSH-LS-PILB-GUL,"Pillow Back Cushion, Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40034,CSH-LS-SEAT-SAH,"Seat Cushion, Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40035,CSH-LS-BACK-SAH,"Back Cushion (foam), Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40036,CSH-LS-PILB-SAH,"Pillow Back Cushion, Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40037,CSH-LS-SEAT-SLT,"Seat Cushion, Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40038,CSH-LS-BACK-SLT,"Back Cushion (foam), Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40039,CSH-LS-PILB-SLT,"Pillow Back Cushion, Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40040,CSH-LS-SEAT-CBN,"Seat Cushion, Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40041,CSH-LS-BACK-CBN,"Back Cushion (foam), Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40042,CSH-LS-PILB-CBN,"Pillow Back Cushion, Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40043,CSH-LS-SEAT-IND,"Seat Cushion, Lounge Seating, Spectrum Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40044,CSH-LS-BACK-IND,"Back Cushion (foam), Lounge Seating, Spectrum Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40045,CSH-LS-PILB-IND,"Pillow Back Cushion, Lounge Seating, Spectrum Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40046,CSH-LS-SEAT-DOV,"Seat Cushion, Lounge Seating, Spectrum Dove",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40047,CSH-LS-BACK-DOV,"Back Cushion (foam), Lounge Seating, Spectrum Dove",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40048,CSH-LS-PILB-DOV,"Pillow Back Cushion, Lounge Seating, Spectrum Dove",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
90003,FOM-LS-SEAT,"Foam, Lounge Seating, Seat",Foam,Material,Raw Material,No,No,Purchased material,Yes
90004,FOM-LS-BACK,"Foam, Lounge Seating, Back",Foam,Material,Raw Material,No,No,Purchased material,Yes
90005,FOM-LS-PILB,"Foam, Lounge Seating, Pillow Back",Foam,Material,Raw Material,No,No,Purchased material,Yes
90006,FIL-POLY,Polyester Batting,Fill,Material,Raw Material,No,No,Purchased material,Yes
90007,FAB-BAR-WPB,"Barrier Fabric, Waterproof Black",Barrier Fabric,Material,Raw Material,No,No,Purchased material,Yes
90008,FAB-BAR-MSH,"Barrier Fabric, Mesh",Barrier Fabric,Material,Raw Material,No,No,Purchased material,Yes
90009,HW-GRM-4,"Snap Grommet, #4",Hardware,Material,Raw Material,No,No,Purchased material,Yes
90010,HW-GRM-C,Custom Grommet,Hardware,Material,Raw Material,No,No,Purchased material,Yes
90011,HW-CRDG,Cord Grip,Hardware,Material,Raw Material,No,No,Purchased material,Yes
90012,HW-CRDN,Cord Grip Nut,Hardware,Material,Raw Material,No,No,Purchased material,Yes
90013,LBL-WVN-OM,"Woven Label, Outmore",Label,Material,Raw Material,No,No,Purchased material,Yes
90014,LBL-WVN-OML,"Woven Label, Outmore Living",Label,Material,Raw Material,No,No,Purchased material,Yes
90015,FAB-SUN-BLIS-ALO,Sunbrella Bliss Aloe,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90016,FAB-SUN-BLND-IND,Sunbrella Blend Indigo,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90017,FAB-SUN-CAST-BSQ,Sunbrella Cast Bisque,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90018,FAB-SUN-CAST-SEA,Sunbrella Cast Seaglass,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90019,FAB-SUN-CAST-SND,Sunbrella Cast Sand,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90020,FAB-SUN-CNVS-JAV,Sunbrella Canvas Java,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90021,FAB-SUN-EXHL-DEW,Sunbrella Exhale Dewdrop,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90022,FAB-SUN-HRTG-CHR,Sunbrella Heritage Charcoal,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90023,FAB-SUN-HRTG-LEF,Sunbrella Heritage Leaf,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90024,FAB-SUN-HRTG-SBL,Sunbrella Heritage Sable,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90025,FAB-SUN-SAIL-GUL,Sunbrella Sailcloth Seagull,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90026,FAB-SUN-SAIL-SAH,Sunbrella Sailcloth Sahara,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90027,FAB-SUN-SAIL-SLT,Sunbrella Sailcloth Salt,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90028,FAB-SUN-SPTM-CBN,Sunbrella Spectrum Carbon,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90029,FAB-SUN-SPTM-IND,Sunbrella Spectrum Indigo,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
90030,FAB-SUN-SPTM-DOV,Sunbrella Spectrum Dove,Shell Fabric,Material,Raw Material,No,No,Purchased material,Yes
